Title,Word count,Sentence count,Unique words,Unique words (stemmed),Average word length,Average sentence length,Lexical diversity,Noun%,Verb%,Adjective%,Adverb%,Pronoun%,Average sentence tree depth,Average dependency distance
#70902,26289,2624,6536,5690,4.214994864772338,10.018673780487806,0.21644033626231504,0.27600897713872724,0.19837194263760508,0.08863022556962988,0.050439347255506105,0.07801742173532657,3.3651452282157677
#71272,29798,2850,6029,5125,4.116853480099335,10.455438596491229,0.17199140881938385,0.2582723672729713,0.2024632525672864,0.08403248540170481,0.0506745419155648,0.08406604470098665,3.4986807387862795
#72444,30188,2479,6010,5023,4.174572677885252,12.17749092375958,0.16639061878892275,0.25851331654962234,0.1965019212932291,0.08778322512256526,0.056115012587783224,0.0772823638531867,3.8178740690589033
#72628,33460,2664,7375,6361,4.242916915720263,12.56006006006006,0.19010759115361625,0.2670352659892409,0.19772863120143455,0.08433950986252242,0.05182307232516437,0.08299462044231919,3.652173913043478
#73079,33988,2714,6693,5722,4.142079557490879,12.523212969786293,0.16835353654230906,0.2573555372484406,0.20148287630928563,0.07926326938919619,0.050341296928327645,0.08226432858655996,3.684986982933179
#73572,33404,2523,6937,5914,4.167884085738235,13.239793896155371,0.17704466530954377,0.2646090288588193,0.20039516225601725,0.08011016644713208,0.053766016045982516,0.08073883367261406,3.792452830188679
#73946,29788,2589,6861,5999,4.1420706324694505,11.505600617999228,0.20138982140459244,0.2721901436820196,0.20404189606552975,0.08879414529340673,0.04988586007788371,0.0783872700416275,3.398823529411765
#74239,33342,2487,6612,5517,4.123957770979545,13.406513872135102,0.16546697858556775,0.2532841461220083,0.20037790174554615,0.08007917941335253,0.05998440405494571,0.0734808949673085,4.0056328694499665
#75282,28803,2300,7056,6266,4.155331041905357,12.52304347826087,0.21754678332118182,0.2649376801027671,0.2043537131548797,0.07988751171752942,0.055723362149776065,0.0871089817032948,3.5778830963665085
#75560,27946,2183,6548,5720,4.189973520360696,12.801649106733853,0.20468045516352967,0.27070063694267515,0.19927717741358333,0.08251628139984256,0.05585772561368353,0.07772131968796965,3.5801630434782608
#75903,32164,2563,6768,5740,4.131420221365502,12.549356223175966,0.1784603904986942,0.2562803133938565,0.21110558388260167,0.07921900261161548,0.05173485884840194,0.09311652779505036,3.624593556015371
#76215,30080,2211,5875,5118,4.037533244680851,13.604703753957486,0.1701462765957447,0.25285904255319147,0.20545212765957446,0.07975398936170212,0.05209441489361702,0.09793882978723405,3.913217138707335
#76659,15512,1298,5159,4845,4.438305827746261,11.950693374422189,0.3123388344507478,0.3245229499742135,0.19004641567818464,0.09482980917998969,0.04699587416193914,0.06266116554925219,3.260912211868563
#77093,17849,1737,4954,4508,4.190879040842624,10.275762809441567,0.2525631688049751,0.27009916521934,0.21351336209311447,0.08762395652417503,0.05501708779203317,0.08773600761947448,3.1236888111888113
#77492,17622,1485,6835,6529,4.6604244694132335,11.866666666666667,0.3705027806151402,0.33367381681988423,0.19390534559073885,0.10327999092044036,0.04710021563954148,0.06752922483259562,3.0901015228426396
#77952,22537,1240,6385,5820,4.452145360961974,18.175,0.258242002041088,0.27355016195589477,0.2026445400896304,0.0879442694236145,0.06229755513156143,0.08501575187469494,3.893467336683417
#78355,25150,1553,4430,3800,4.0832604373757455,16.19446233097231,0.15109343936381708,0.21475149105367794,0.21495029821073558,0.06711729622266402,0.06886679920477137,0.11375745526838967,4.029865125240848
#78861,13296,1075,5680,5467,4.768727436823105,12.368372093023256,0.411176293622142,0.34092960288808666,0.18870336943441637,0.09987966305655836,0.044750300842358606,0.065809265944645,3.297612114152592
#79289,16401,1395,6829,6517,4.7182488872629715,11.756989247311829,0.3973538198890312,0.34107676361197486,0.1891957807450765,0.09859154929577464,0.044692396805072865,0.06920309737211146,3.238999536822603
#79782,24835,1463,4922,4265,4.309402053553453,16.975393028024605,0.17173344070867727,0.23583652103885644,0.2047513589691967,0.07743104489631568,0.06672035433863499,0.09353734648681297,3.8513888888888888
#79997,24043,1887,7787,7225,4.7558956868943145,12.7413884472708,0.3005032649835711,0.30141829222642763,0.18770536122780018,0.09649378197396331,0.05336272511749782,0.06991639978372083,3.3924281033855115
